Scientific_name,Order,Migratory01,CA,NB,CO,Nlat,Clutchsize,Clutchnum,Annfecund,avg_mass,open_fw,Dietsum,Foragesum,Bio1_mean,Bio1_std,Flight_rank,Wingload,Rangekm2,Signif_shift2
Gallinago_gallinago,Charadriiformes,1,-4.7,-1.59,0.57,51.1667,3,1,3,101.715,1,2,1,12.83438544,4.548474826,3,0.089239343,20400055.24,0
Gallinula_chloropus,Gruiformes,1,-1.44,-1.12,-1.62,42.35,7.35,1.5,11.025,381,1,4,3,18.0954664,3.851285694,2,0.112111311,14697102.01,0
Geococcyx_californianus,Cuculiformes,0,-1.43,-4.43,0.53,40.2,4.5,2,9,302.71,0,3,1,17.02272371,3.279618513,3,NA,2929049.745,0
Geothlypis_trichas,Passeriformes,1,4.64,7.97,-2.73,49.2667,4,2,8,9.95,0,1,4,15.34800122,4.69847125,3,0.076676075,14031930.25,1
Grus_canadensis,Gruiformes,1,-0.26,2.49,1.11,49.6667,2,1,2,4300,0,5,2,17.98346935,4.345022604,4,0.04669209,14407792.49,1
Gymnorhinus_cyanocephalus,Passeriformes,0,-1.52,-0.69,-2.81,46.6833,3.5,1,3.5,105,0,5,3,8.976203226,2.277908133,4,NA,1336600.758,0
Himantopus_mexicanus,Charadriiformes,1,-1.3,-1.01,2.23,37.95,4,1,4,173.2,0,2,2,18.69856207,3.471582717,4,0.076900825,11353958.18,0
Ixobrychus_exilis,Pelecaniformes,1,8.23,0.72,1.9,40.8333,4.5,1,4.5,82.175,0,3,2,20.51888125,3.559942778,4,0.034817296,8171753.509,0
Ixoreus_naevius,Passeriformes,1,15.19,5.43,1.62,50.9167,3,1,3,77.55,0,2,2,11.82421176,3.706372445,NA,0.083596861,3579313.318,1
Junco_hyemalis,Passeriformes,1,6.01,0.22,1.57,53.5167,4,1.5,6,19.6,0,2,2,11.03312918,4.278100924,3,0.078101093,16176604.63,0
Lanius_ludovicianus,Passeriformes,1,-0.47,-3.81,-1.54,46.9167,5.4,1.5,8.1,47.7,0,3,2,14.58426127,4.304048693,3,0.060127897,9311101.509,0
Larus_argentatus,Charadriiformes,1,-0.79,-3.58,-0.21,50.9167,3,1,3,1085,0,5,3,11.91705345,4.653447645,5,0.053317421,19109470.74,0
Larus_californicus,Charadriiformes,1,-1.65,1.01,0.64,49.9667,2.5,1,2.5,691,0,3,1,13.41375698,3.961808775,5,0.050631164,6056155.092,1
Larus_delawarensis,Charadriiformes,1,-3.55,5.95,0.49,50.9167,3,1,3,508.25,0,5,3,12.68305039,4.535990131,5,0.050631164,13105643.85,1
Laterallus_jamaicensis,Gruiformes,1,-1.01,2.94,1.8,38.1333,6.9,1.5,10.35,32.725,0,3,2,18.395,3.623171851,2,0.079962615,530413.5166,1
Leucosticte_atrata,Passeriformes,1,1.1,-3.31,-2.72,45.0333,4.75,1,4.75,24.78,0,NA,NA,5.425653846,2.721874035,3,NA,971165.2751,0
Leucosticte_australis,Passeriformes,0,2.37,-3.22,-1.45,40.3667,4.14,1,4.14,29.325,0,NA,NA,5.058928571,2.397720837,3,NA,178365.5353,0
Limnodromus_scolopaceus,Charadriiformes,1,-3.28,2.23,-0.29,49.2667,4,1,4,108.5,1,3,1,16.61828471,4.054737763,3,0.067963671,9693507.013,1
Lophodytes_cucullatus,Anseriformes,1,-6.22,4.15,-1.6,50.5167,10.3,1,10.3,617,1,2,1,12.39754591,4.417016916,2,0.148416098,8843780.018,1
Melanerpes_aurifrons,Piciformes,0,-4.48,4.66,-0.52,34.9833,4.75,1,4.75,81.64,0,3,3,20.38397895,2.816038635,3,0.057860576,1393664.33,1
Melanerpes_carolinus,Piciformes,0,5.98,3.11,1.17,48.2,4.18,1,4.18,59.5,0,4,3,12.37217209,4.302887461,3,0.057860576,2989299.115,1
Melanerpes_erythrocephalus,Piciformes,1,-1.62,-0.63,0.49,46.9333,5,2,10,71.6,0,5,4,12.43865573,4.302661061,3,0.057860576,5195386.626,0
Melanerpes_formicivorus,Piciformes,0,-0.46,-0.42,-0.58,44.95,5.06,1,5.06,79.05,0,5,3,14.17499839,2.761317805,3,0.057860576,1465658.783,0
Melanerpes_lewis,Piciformes,1,-5.25,-1.87,-5.69,49.5333,6.5,1,6.5,102,0,3,3,12.10538431,3.221038711,3,0.057860576,3401457.74,0
Melanerpes_uropygialis,Piciformes,0,0.4,-0.13,-0.23,34.8333,4,1.5,6,67.8,0,5,2,17.66615,4.183195965,3,0.057860576,565072.3397,0
Melospiza_georgiana,Passeriformes,1,-0.65,12.13,-0.22,48.8167,3.9,1,3.9,17,0,2,1,12.69825118,4.365881481,3,0.090568343,10232457.27,1
Melospiza_lincolnii,Passeriformes,1,2.63,1.45,1.44,49.2667,4.24,1,4.24,18.3,0,2,1,15.53179725,3.769347264,3,0.094031925,16091946.75,1
Melospiza_melodia,Passeriformes,1,0.32,0.95,0.49,51.05,4.1,2,8.2,24.2,0,2,2,11.69535801,4.470129704,3,0.090767912,13004269.44,1
Mergus_merganser,Anseriformes,1,4.48,3.91,3.03,53.5167,10.5,1,10.5,1523,1,2,1,10.47,3.564766632,2,0.15156393,12608731.71,1
Mimus_polyglottos,Passeriformes,0,-1.6,1.95,-0.26,49.2667,3.7,2.5,9.25,48.95,0,2,2,13.04521381,4.386478526,3,0.083596861,10313600.74,1
Mniotilta_varia,Passeriformes,1,-1.81,6.85,0.24,43.2167,4.5,NA,NA,12,0,1,2,19.24218025,3.784608813,3,0.067535873,12079526.82,1
Molothrus_aeneus,Passeriformes,1,0.99,-1.88,0.52,32.3333,NA,NA,NA,62.9,0,2,1,21.79696364,1.633746835,3,0.076326361,2391094.636,0
Molothrus_ater,Passeriformes,1,-9.32,5.58,-3.22,49.2667,NA,NA,NA,NA,0,2,1,12.22422048,4.501935011,3,0.076326361,11999978.7,1
Mycteria_americana,Ciconiiformes,0,2.37,-2.53,0.36,31.4333,2.5,1,2.5,2377.5,0,3,1,22.04874348,1.305831665,5,NA,14864809.74,0
Myiarchus_cinerascens,Passeriformes,1,-1.06,4.33,-3.2,44.5833,4.3,1,4.3,27.95,0,2,3,18.00774286,2.911537319,3,NA,4278514.14,1
Nucifraga_columbiana,Passeriformes,0,2.15,0.18,-0.39,51.65,3.06,1,3.06,130,0,5,3,7.60466,3.206552017,4,0.057465875,2253758.351,0
Numenius_americanus,Charadriiformes,1,-3.59,29.91,0,40.6333,4,1,4,699.35,1,2,2,17.86286316,3.389261616,3,0.083207646,3462362.058,1
Nyctanassa_violacea,Pelecaniformes,1,0.22,-5.95,-2.78,41.1,3.6,1,NA,682.5,0,3,1,19.93081667,3.889669682,4,0.034817296,5235989.71,0
Nycticorax_nycticorax,Pelecaniformes,1,-8.65,-0.48,-2.84,47.6,3.54,1,3.54,875.45,0,2,1,15.321458,4.623251185,4,0.048767291,21778163.54,0
Nyctidromus_albicollis,Caprimulgiformes,0,-0.65,0.44,0.49,28.25,1.5,1,1.5,53.05,0,1,1,22.48101111,0.647513669,3,NA,13748736.96,0
Oreortyx_pictus,Galliformes,0,6.62,-4.83,-1.03,48.4667,11,1.5,16.5,232.4,0,4,1,12.28802083,2.935463483,NA,NA,345984.4058,0
Oreoscoptes_montanus,Passeriformes,1,3.6,-1.47,0.12,40.35,4.5,1,4.5,43.775,0,2,1,16.21791,3.750516511,3,NA,3642671.719,0
Oxyura_jamaicensis,Anseriformes,1,2.13,-2.53,0.2,50.5167,7.7,1,7.7,606.5,1,2,1,13.67758864,4.197370213,2,0.187507911,12255126.3,0
Parabuteo_unicinctus,Accipitriformes,0,-0.89,-2.34,1.43,33.4,2.5,2.5,6.25,863.75,0,4,2,19.72708333,2.780626779,4,0.062278366,5974706.855,0
Parus_inornatus,Passeriformes,0,0.62,3.38,0.31,42.85,6.1,1,6.1,15.89,0,3,2,13.28836528,3.175671519,3,0.070667247,1061016.918,1
Passer_domesticus,Passeriformes,0,1.57,0.1,0.38,53.5167,5,3,15,33.5,0,3,2,11.30953863,4.702746508,NA,0.095593008,23316312.16,0
Passerculus_sandwichensis,Passeriformes,1,-4.04,1.38,0.46,49.6667,4,1.5,6,18,0,3,1,14.66948407,4.313082768,3,0.072818301,19179134.49,1
Passerella_iliaca,Passeriformes,1,6.83,0.24,1.74,50.9167,3.24,1,3.24,33.78,0,3,1,12.65851911,3.897747743,3,0.101666692,16320609.94,0
Patagioenas_fasciata,Columbiformes,1,-7.41,0.35,-0.07,49.2667,1,1,1,353.05,0,3,2,13.20485833,2.805131968,3,0.08357339,3428579.876,0
Pelecanus_erythrorhynchos,Pelecaniformes,1,15.53,0.02,-7.63,42.6167,2,1,2,6130,0,1,1,18.50997576,4.065927706,NA,NA,7998513.131,0
Phainopepla_nitens,Passeriformes,1,-0.93,-1.47,0.39,39.5167,2.5,1,2.5,22.4,0,2,3,16.14265263,3.047532098,NA,NA,1423457.572,0
Phasianus_colchicus,Galliformes,0,8.15,0.68,1.61,53.5167,11,1,11,1111,0,5,1,9.748252553,2.958798026,1,0.130161454,4497661.931,0
Pica_nuttalli,Passeriformes,0,-0.18,0,-0.92,40.6167,6,1.5,9,NA,0,5,3,15.59338824,1.058861213,4,0.05590224,83459.67449,0
Picoides_albolarvatus,Piciformes,0,5.71,3.88,-0.06,49.3167,4.28,1,4.28,61.1,0,2,2,10.72894737,3.406894997,3,NA,499656.6482,1
Picoides_borealis,Piciformes,0,-4.25,-4.9,-4.82,36.65,3.5,1.5,5.25,47.9,0,1,1,18.409168,1.827487957,3,0.06341133,828450.5204,0
Picoides_nuttallii,Piciformes,0,-2.62,-0.18,-0.39,40.7167,4.5,1,4.5,37.85,0,2,2,15.07847083,2.291042715,3,0.06341133,183864.2382,0
Picoides_scalaris,Piciformes,0,-1.62,-3.87,-0.1,40.4167,4.5,1,4.5,30.3,0,2,2,16.69836875,4.179998127,3,0.06341133,2816188.265,0
Pipilo_aberti,Passeriformes,0,-2.07,-1.1,-0.91,37.15,2.85,1.5,4.275,47.085,0,2,1,19.21334,2.976605012,3,0.082932107,170228.6626,0
Pipilo_chlorurus,Passeriformes,1,1.64,7.36,1.57,43.45,3.76,2,7.52,29,0,3,1,16.40998158,4.296484086,3,0.082932107,4121834.57,1
Pipilo_erythrophthalmus,Passeriformes,1,8.52,0.9,0.52,49.9667,4,1.5,6,40.85,0,3,2,12.70773542,4.313258146,3,0.082932107,3542160.474,0
Pitangus_sulphuratus,Passeriformes,0,0.87,-0.25,0.53,27.8333,3.5,1.5,5.25,55,0,3,2,22.79721667,0.475620161,3,0.060075839,16164243.31,0
Plegadis_chihi,Pelecaniformes,1,17.81,-3.31,4.7,37.0667,3.5,1,3.5,612.5,0,3,2,20.11758333,2.423109301,4,0.071373383,9579919.367,0
Plegadis_falcinellus,Pelecaniformes,1,-1.89,-17.05,-7.3,40.7,1,1,1,633.75,0,3,2,19.5315,3.914320355,4,NA,721136.7153,0
Pluvialis_squatarola,Charadriiformes,1,2.74,0.11,0.98,49.9667,4,1,4,212,0,1,2,15.90553357,4.681360526,3,0.08716707,3851473.126,0
Podiceps_nigricollis,Podicipediformes,1,-3.74,-3.53,1.54,50.5167,2.95,1,2.95,339.8,0,2,1,15.25023077,4.354079295,2,0.137520191,8410312.06,0
Podilymbus_podiceps,Podicipediformes,1,-0.09,1.12,-0.3,50.5167,6.4,8,51.2,416,1,2,1,13.32975973,4.381288679,2,0.168548479,21030274.72,1
Poecile_carolinensis,Passeriformes,0,1.23,-2.06,0.81,41.3833,5.8,1.5,8.7,10.5,0,3,2,14.46596471,3.408654341,3,0.071379492,2312505.202,0
Polioptila_caerulea,Passeriformes,1,-0.01,-10.86,-0.45,41.5333,4.5,2,9,6.3,0,1,3,18.60321894,3.43592968,NA,0.064222767,7263214.482,0
Polioptila_melanura,Passeriformes,0,0.31,8.78,-2.91,36.0833,4,1,4,5.35,0,1,2,18.00115556,3.051196441,NA,NA,1107018.168,1
Pooecetes_gramineus,Passeriformes,1,2.23,-13.59,-1.07,48.5833,3.6,1.5,5.4,NA,0,2,1,15.22601811,4.350363713,3,0.083333333,11092637.52,0
Porzana_carolina,Gruiformes,1,5.99,10.14,-0.41,49.2667,10.55,1,10.55,79.95,1,3,2,16.39324867,4.673781649,2,0.101048105,16102571.06,1
Psaltriparus_minimus,Passeriformes,0,1.01,0.67,0.15,49.6667,4.3,1.5,6.45,5.3,0,3,2,12.83979237,3.378845767,NA,0.108634569,2162157.689,0
Pyrocephalus_rubinus,Passeriformes,0,0.45,7.29,1.78,36.45,2.5,1.5,3.75,12.87,0,1,2,19.8320825,2.42857738,3,0.049738731,13619829.54,1
Quiscalus_mexicanus,Passeriformes,1,6.58,29.36,2.48,37.6833,3.5,2,7,168.7,0,5,1,18.56844898,3.164657357,3,0.076045344,5005960.841,1
Quiscalus_quiscula,Passeriformes,1,3.23,17.46,-2.81,50.5167,4.8,1,4.8,116.1,0,5,2,11.38210607,4.633794016,3,0.076045344,8475647.895,1
Rallus_elegans,Gruiformes,1,8.5,3.02,1.43,43.45,10.85,1,10.85,NA,0,3,2,17.43701449,4.453099546,2,0.069425516,3369935.653,1
Rallus_limicola,Gruiformes,1,5.92,2.01,4.2,49.2667,8.5,1.5,12.75,79.35,0,3,3,14.09915297,4.47569342,2,0.073150387,7009790.319,1
Regulus_calendula,Passeriformes,1,1.57,0.43,0.03,51.05,8.5,1,8.5,6.65,0,3,3,12.91411789,4.329272212,NA,0.060960424,14204501.02,0
Salpinctes_obsoletus,Passeriformes,1,-0.55,15.61,0.16,48.4667,5.5,2.5,13.75,16.5,0,1,2,15.16050652,3.528885311,2,0.10752688,5542535.183,1
Sayornis_nigricans,Passeriformes,1,-2.94,5.1,-1.29,44.5833,4,1.5,6,18,0,1,2,15.54430253,3.162266474,3,0.054781138,3282378.814,1
Sayornis_phoebe,Passeriformes,1,-1.63,-5.16,-3.18,44.5333,5,2,10,NA,0,1,1,15.46342634,4.379039641,3,0.054781138,7905990.501,0
Sayornis_saya,Passeriformes,1,1,12.16,1.59,49.5333,4.5,1.5,6.75,22.3,0,2,2,16.1420125,3.369042624,3,0.054781138,8477536.699,1
Scolopax_minor,Charadriiformes,1,3.74,3.05,1.52,44.7167,4,1,4,206.2,0,2,1,14.41166455,4.203868723,3,0.095935458,4613013.466,1
Setophaga_ruticilla,Passeriformes,1,-11.59,-7.44,1.31,42.6,3.82,1,3.82,8.65,0,1,2,19.72627692,4.944099131,3,0.064,15141158.23,0
Sialia_currucoides,Passeriformes,1,2.2,4.46,1.02,48.8167,5.5,1.5,8.25,29.6,0,1,3,13.71023429,3.882626082,NA,0.069093435,6178113.028,1
Sialia_mexicana,Passeriformes,1,4.82,7.59,0.78,49.5333,5,1.5,7.5,26.445,0,2,2,13.78219293,3.326455503,NA,0.069093435,2427369.549,1
Sialia_sialis,Passeriformes,1,-0.82,-1,0.4,44.35,5,1,5,29.75,0,2,2,13.41827135,4.024503881,NA,0.069093435,5895194.305,0
Sitta_pusilla,Passeriformes,0,1.6,-0.93,2.4,38.8,5.1,1.5,7.65,10.35,0,2,2,17.5267675,2.593355725,3,0.05754188,941236.7648,0
Sitta_pygmaea,Passeriformes,0,4.51,0.15,0.69,51.1667,7,1.5,10.5,10.4,0,2,3,10.12951186,3.897147105,3,0.05754188,1956223.041,0
Sphyrapicus_thyroideus,Piciformes,1,5.25,8.09,3.08,47.7167,5,1,5,47.6,0,2,2,10.73945882,3.664058611,3,0.06341133,1250858.012,1
Sphyrapicus_varius,Piciformes,1,3.13,2.84,0.19,49.9667,4.86,1,4.86,48.1,0,2,2,13.51241752,4.293073107,3,0.06341133,9945645.366,1
Spizella_arborea,Passeriformes,1,1.71,9.63,0.99,52.0667,4.96,1,4.96,NA,0,3,2,9.444047619,2.950836071,3,0.076314283,14358261.63,1
Spizella_atrogularis,Passeriformes,1,0.56,4.83,0.49,34.15,3.44,1,3.44,12.85,0,2,2,16.33888889,2.001062131,3,0.087258752,1395740.945,1
Spizella_breweri,Passeriformes,1,0.8,-5.06,1.45,35.4,3.04,1.5,4.56,12.3,0,2,1,17.11212727,3.285693314,3,0.087258752,5111446.055,0
Spizella_pallida,Passeriformes,1,-0.78,31.84,3.06,45.5167,4,1.5,6,11.95,0,2,1,19.11950909,3.698155383,3,0.087258752,7305586.496,1
Spizella_passerina,Passeriformes,1,2.43,-5.71,-2.36,46.9333,3.7,1.5,5.55,12.75,0,2,3,14.14860966,4.657911007,3,0.062303788,15106709.7,0
Spizella_pusilla,Passeriformes,1,-3.43,-1.16,-1.09,46.1167,3.69,3,11.07,13.1,0,2,2,12.66581365,4.206047285,3,0.085009062,4745184.636,0
Sturnella_magna,Passeriformes,1,5.6,0.86,0.69,45.8833,4.8,1.5,7.2,111.65,0,2,1,12.82988772,4.337809879,3,0.104151644,7317025.862,0
Sturnella_neglecta,Passeriformes,1,0.51,-1.73,-2.12,50.5167,4.8,1.5,7.2,97.7,0,2,1,13.07105289,4.29075292,3,0.104151644,8667073.31,0
Tachybaptus_dominicus,Podicipediformes,0,1.11,5.22,-0.5,30.15,5,2.5,12.5,147,1,2,1,22.11135455,1.023516305,2,0.135083716,9157729.641,1
Tachycineta_bicolor,Passeriformes,1,4.04,9.26,2.47,45.7333,5.5,1,5.5,21.38,0,2,2,18.12210095,4.077758203,3,0.053817414,17477323.43,1
Tachycineta_thalassina,Passeriformes,1,4.4,-2.89,0.68,44.9167,4.4,1.5,6.6,14.15,0,1,1,15.30187,2.574049,3,0.053817414,6579671.884,0
Thryomanes_bewickii,Passeriformes,0,1.39,-0.26,0.38,49.9667,5.6,1.5,8.4,9.9,0,1,3,15.02899223,3.552669553,2,0.10752688,3364919.909,0
Thryothorus_ludovicianus,Passeriformes,0,-2.79,-1.49,-1.63,45.45,4,1.5,6,20.05,0,3,3,12.59173697,4.360578381,2,0.076600346,3214453.674,0
Toxostoma_crissale,Passeriformes,0,1.06,0.59,0.11,37.15,2.5,2,5,62.7,0,2,1,17.29083,3.362057723,3,NA,1010544.503,0
Toxostoma_curvirostre,Passeriformes,0,4.41,-0.35,3.91,38.1667,3.6,1.5,5.4,78.36,0,3,2,17.87201026,3.606397713,3,NA,2012489.971,0
Toxostoma_longirostre,Passeriformes,0,-2.86,0.06,0.33,29.3167,3.75,1.5,5.625,67.65,0,5,2,22.41712222,0.777702809,3,NA,300866.4626,0
Toxostoma_redivivum,Passeriformes,0,-1.49,-2.42,-0.53,40.6167,3.5,2,7,84.4,0,3,2,14.91589737,2.407070026,3,NA,167379.4191,0
Toxostoma_rufum,Passeriformes,1,5.1,9.57,1.82,47.9333,3.6,1,3.6,69.3,0,5,2,13.2423802,4.561028743,3,0.083596861,5859107.232,1
Tringa_flavipes,Charadriiformes,1,0.91,0.58,1.8,49.2667,4,1,4,84.05,0,3,2,18.16917379,3.952373588,3,0.072507724,35235743.67,0
Tringa_melanoleuca,Charadriiformes,1,4.5,-1.56,1.82,49.6667,3.5,1,3.5,172.75,0,2,1,16.56206337,4.375459629,3,0.074484984,34243209.88,0
Troglodytes_aedon,Passeriformes,1,-0.09,-20.92,-0.28,49.2667,6,1.5,9,10.775,0,2,2,16.33531745,4.172541136,2,0.102191889,29055306.37,0
Troglodytes_troglodytes,Passeriformes,1,5.33,0.39,1.8,51.1667,5.5,2,11,9.15,0,1,2,12.06992368,3.885950795,2,0.11286187,7235485.863,0
Turdus_migratorius,Passeriformes,1,17.25,2.57,1.62,53.5167,3.5,1,3.5,82.35,0,2,2,11.55882494,4.665182307,NA,0.077354588,17821313,1
Tympanuchus_cupido,Galliformes,0,10.93,13.72,5.85,47.7,11.3,1.5,16.95,881.25,0,4,1,12.71415,5.611302161,1,0.123622551,415641.0221,1
Vermivora_celata,Passeriformes,1,-0.22,9.17,2.97,49.2667,4.5,1,4.5,9.25,0,4,1,17.14399053,3.92026995,3,0.076600346,15777436.42,1
Vireo_griseus,Passeriformes,1,-1.37,1.09,-1.03,37.9667,4,1,4,11.925,0,1,1,20.43223553,2.325744422,3,0.074540136,3533167.775,1
Vireo_huttoni,Passeriformes,0,-0.11,-0.3,-2.46,49.2667,4,1.5,6,11.825,0,2,1,13.93535,2.793300325,3,0.074540136,1214668.318,0
Vireo_solitarius,Passeriformes,1,0.88,-9.96,0.92,40.0333,4,1.5,6,15.35,0,1,3,19.3682885,2.796384005,3,0.074540136,8370595.747,0
Wilsonia_pusilla,Passeriformes,1,2.56,-3.38,0.12,49.2667,4.5,1,4.5,6.5,0,1,4,17.23200455,4.245268646,3,0.093077194,18213312.27,0
Xanthocephalus_xanthocephalus,Passeriformes,1,-11.64,2.04,1.07,48.8167,3.6,1,3.6,77.37,0,2,3,14.40528654,5.601799135,3,0.080473427,8087613.045,1
Zenaida_macroura,Columbiformes,1,5.39,4.7,1.15,52.0667,2,1.5,3,119.25,0,2,2,11.8074483,4.543677312,3,0.071782656,12162320.71,1
Zonotrichia_albicollis,Passeriformes,1,2.95,15.3,0.2,53.5167,4.15,1,4.15,26.3,0,3,3,11.69320891,4.312631317,3,0.082301325,11675075.6,1
Zonotrichia_atricapilla,Passeriformes,1,2.84,0.21,1.97,49.9667,4.215,1,4.215,31.55,0,3,1,13.16564468,3.464641639,3,0.082301325,2345245.877,0
Zonotrichia_leucophrys,Passeriformes,1,1.29,13.33,0.57,52.0667,4.5,1.5,6.75,26.37,0,3,3,12.37356085,3.996605897,3,0.082301325,17967478.27,1
Zonotrichia_querula,Passeriformes,1,1.21,8.23,-0.05,49.5333,4,1,4,37.035,0,3,2,12.69980592,4.837095989,3,0.082301325,6137759.74,1
